Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Unit,Y2017,Y2017F,Y2018,Y2018F,Y2019,Y2019F,Y2020,Y2020F,Y2021,Y2021F,Y2022,Y2022F
225,'784,United Arab Emirates,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.27,E,,,,,,,0.35,E,,
225,'784,United Arab Emirates,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.53,E,,,,,,,0.32,E,,
225,'784,United Arab Emirates,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.56,E,,,,,,,0.48,E,,
225,'784,United Arab Emirates,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.15,E,,,,,,,0.26,E,,
225,'784,United Arab Emirates,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,1,E,2.5,E,2.1,E,<0.1,E,<0.1,E,2.3,E
225,'784,United Arab Emirates,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,0.1,E,0.2,E,0.2,E,<0.1,E,<0.1,E,0.2,E
229,'826,United Kingdom of Great Britain and Northern Ireland,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,1.7,E,1.75,E,1.83,E,1.86,E,1.93,E,2.12,E
229,'826,United Kingdom of Great Britain and Northern Ireland,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.15,E,,,,,,,0.16,E,,
229,'826,United Kingdom of Great Britain and Northern Ireland,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.49,E,,,,,,,0.47,E,,
229,'826,United Kingdom of Great Britain and Northern Ireland,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.2,E,,,,,,,0.23,E,,
229,'826,United Kingdom of Great Britain and Northern Ireland,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.4,E,,,,,,,0.44,E,,
229,'826,United Kingdom of Great Britain and Northern Ireland,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.53,E,,,,,,,0.58,E,,
229,'826,United Kingdom of Great Britain and Northern Ireland,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.05,E,,,,,,,0.06,E,,
229,'826,United Kingdom of Great Britain and Northern Ireland,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,3.2,E,3.7,E,3.5,E,2.7,E,3,E,2.5,E
229,'826,United Kingdom of Great Britain and Northern Ireland,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,2.1,E,2.5,E,2.3,E,1.8,E,2,E,1.7,E
215,'834,United Republic of Tanzania,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,2.2,E,2.25,E,2.27,E,2.32,E,2.43,E,2.7,E
215,'834,United Republic of Tanzania,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.56,E,,,,,,,0.59,E,,
215,'834,United Republic of Tanzania,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.66,E,,,,,,,0.93,E,,
215,'834,United Republic of Tanzania,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.21,E,,,,,,,0.27,E,,
215,'834,United Republic of Tanzania,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.5,E,,,,,,,0.19,E,,
215,'834,United Republic of Tanzania,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.52,E,,,,,,,0.15,E,,
215,'834,United Republic of Tanzania,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.15,E,,,,,,,0.3,E,,
215,'834,United Republic of Tanzania,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,76.4,E,76,E,75.1,E,75.6,E,75.2,E,75.5,E
215,'834,United Republic of Tanzania,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,43,E,44.1,E,45,E,46.7,E,47.8,E,49.4,E
231,'840,United States of America,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,2.17,E,2.18,E,2.2,E,2.28,E,2.36,E,2.63,E
231,'840,United States of America,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.66,E,,,,,,,0.29,E,,
231,'840,United States of America,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.56,E,,,,,,,0.56,E,,
231,'840,United States of America,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.29,E,,,,,,,0.17,E,,
231,'840,United States of America,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,1.05,E,,,,,,,0.74,E,,
231,'840,United States of America,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.61,E,,,,,,,0.53,E,,
231,'840,United States of America,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.06,E,,,,,,,0.06,E,,
231,'840,United States of America,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,5,E,4.7,E,4.2,E,3.2,E,2.5,E,2.5,E
231,'840,United States of America,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,16.5,E,15.8,E,14.2,E,10.9,E,8.4,E,8.5,E
234,'858,Uruguay,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,2.87,E,2.96,E,3.04,E,3.19,E,3.31,E,3.64,E
234,'858,Uruguay,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.38,E,,,,,,,0.44,E,,
234,'858,Uruguay,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.62,E,,,,,,,0.79,E,,
234,'858,Uruguay,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.49,E,,,,,,,0.48,E,,
234,'858,Uruguay,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.99,E,,,,,,,0.67,E,,
234,'858,Uruguay,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.54,E,,,,,,,0.81,E,,
234,'858,Uruguay,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.07,E,,,,,,,0.11,E,,
234,'858,Uruguay,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,31.1,E,32.6,E,33.3,E,38.2,E,37.8,E,36.1,E
234,'858,Uruguay,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,1.1,E,1.1,E,1.1,E,1.3,E,1.3,E,1.2,E
237,'704,Viet Nam,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,3.14,E,3.2,E,3.3,E,3.56,E,3.69,E,3.96,E
237,'704,Viet Nam,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.58,E,,,,,,,0.69,E,,
237,'704,Viet Nam,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,1.18,E,,,,,,,1.24,E,,
237,'704,Viet Nam,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.31,E,,,,,,,0.37,E,,
237,'704,Viet Nam,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.77,E,,,,,,,0.62,E,,
237,'704,Viet Nam,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.56,E,,,,,,,0.59,E,,
237,'704,Viet Nam,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.19,E,,,,,,,0.18,E,,
237,'704,Viet Nam,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,11.2,E,10.1,E,8.5,E,9.3,E,9.6,E,9.4,E
237,'704,Viet Nam,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,10.5,E,9.6,E,8.1,E,9,E,9.4,E,9.2,E
251,'894,Zambia,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,2.73,E,2.79,E,2.88,E,2.92,E,3.2,E,3.53,E
251,'894,Zambia,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.81,E,,,,,,,0.91,E,,
251,'894,Zambia,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.91,E,,,,,,,1.03,E,,
251,'894,Zambia,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.23,E,,,,,,,0.39,E,,
251,'894,Zambia,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.63,E,,,,,,,0.3,E,,
251,'894,Zambia,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.37,E,,,,,,,0.35,E,,
251,'894,Zambia,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.13,E,,,,,,,0.22,E,,
251,'894,Zambia,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,77.8,E,78,E,79,E,80.5,E,81.3,E,81.7,E
251,'894,Zambia,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,13.5,E,13.9,E,14.5,E,15.2,E,15.8,E,16.4,E
181,'716,Zimbabwe,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,3.46,E,,Q,,Q,,Q,,Q,,Q
181,'716,Zimbabwe,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.55,E,,,,,,,,Q,,
181,'716,Zimbabwe,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.95,E,,,,,,,,Q,,
181,'716,Zimbabwe,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.33,E,,,,,,,,Q,,
181,'716,Zimbabwe,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.97,E,,,,,,,,Q,,
181,'716,Zimbabwe,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.51,E,,,,,,,,Q,,
181,'716,Zimbabwe,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.14,E,,,,,,,,Q,,
181,'716,Zimbabwe,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,74.9,E,,Q,,Q,,Q,,Q,,Q
181,'716,Zimbabwe,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,11,E,,Q,,Q,,Q,,Q,,Q
5000,'001,World,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,3.13,E,3.17,E,3.25,E,3.35,E,3.56,E,3.96,E
5000,'001,World,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.51,E,,,,,,,0.56,E,,
5000,'001,World,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.87,E,,,,,,,0.99,E,,
5000,'001,World,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.35,E,,,,,,,0.38,E,,
5000,'001,World,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.79,E,,,,,,,0.75,E,,
5000,'001,World,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.66,E,,,,,,,0.66,E,,
5000,'001,World,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.13,E,,,,,,,0.17,E,,
5000,'001,World,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,40.3,E,38,E,36.4,E,37.9,E,36.4,E,35.4,E
5000,'001,World,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,3062.3,E,2916.1,E,2823.4,E,2968,E,2876.4,E,2826.3,E
5100,'002,Africa,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,3.07,E,3.09,E,3.12,E,3.18,E,3.41,E,3.74,E
5100,'002,Africa,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.52,E,,,,,,,0.61,E,,
5100,'002,Africa,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.94,E,,,,,,,1.16,E,,
5100,'002,Africa,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.27,E,,,,,,,0.34,E,,
5100,'002,Africa,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.81,E,,,,,,,0.61,E,,
5100,'002,Africa,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.56,E,,,,,,,0.42,E,,
5100,'002,Africa,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.15,E,,,,,,,0.19,E,,
5100,'002,Africa,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,65.1,E,64.6,E,64.1,E,65.1,E,64.6,E,64.8,E
5100,'002,Africa,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,822.4,E,836.5,E,851.4,E,885.3,E,900.2,E,924.8,E
5101,'014,Eastern Africa,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,3.08,E,3.03,E,3.04,E,3.13,E,3.49,E,3.79,E
5101,'014,Eastern Africa,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.5,E,,,,,,,0.62,E,,
5101,'014,Eastern Africa,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.95,E,,,,,,,1.17,E,,
5101,'014,Eastern Africa,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.27,E,,,,,,,0.33,E,,
5101,'014,Eastern Africa,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.64,E,,,,,,,0.55,E,,
5101,'014,Eastern Africa,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.51,E,,,,,,,0.36,E,,
5101,'014,Eastern Africa,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.15,E,,,,,,,0.21,E,,
5101,'014,Eastern Africa,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,73.6,E,72.5,E,72.3,E,73.2,E,73.5,E,73.7,E
5101,'014,Eastern Africa,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,305.5,E,308.7,E,316.1,E,329,E,339.1,E,348.6,E
5102,'017,Middle Africa,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,3.14,E,3.12,E,3.12,E,3.17,E,3.33,E,3.67,E
5102,'017,Middle Africa,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.55,E,,,,,,,0.69,E,,
5102,'017,Middle Africa,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.93,E,,,,,,,1.17,E,,
5102,'017,Middle Africa,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.23,E,,,,,,,0.33,E,,
5102,'017,Middle Africa,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.97,E,,,,,,,0.65,E,,
5102,'017,Middle Africa,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.48,E,,,,,,,0.34,E,,
5102,'017,Middle Africa,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.13,E,,,,,,,0.15,E,,
5102,'017,Middle Africa,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,78.1,E,77.7,E,77.5,E,78.6,E,78.7,E,78.8,E
5102,'017,Middle Africa,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,131.3,E,134.7,E,138.7,E,145.1,E,149.8,E,154.5,E
5103,'015,Northern Africa,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,3.33,E,3.42,E,3.48,E,3.42,E,3.44,E,3.78,E
5103,'015,Northern Africa,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.47,E,,,,,,,0.46,E,,
5103,'015,Northern Africa,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,1,E,,,,,,,1.12,E,,
5103,'015,Northern Africa,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.45,E,,,,,,,0.45,E,,
5103,'015,Northern Africa,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.58,E,,,,,,,0.55,E,,
5103,'015,Northern Africa,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.73,E,,,,,,,0.68,E,,
5103,'015,Northern Africa,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.18,E,,,,,,,0.18,E,,
5103,'015,Northern Africa,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,36.9,E,38.1,E,37,E,35.7,E,31.7,E,31.5,E
5103,'015,Northern Africa,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,87.7,E,92.4,E,91.4,E,89.9,E,81.2,E,81.9,E
429,'746,Northern Africa (excluding Sudan),7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,3.54,E,3.6,E,3.61,E,3.58,E,3.77,E,4.26,E
429,'746,Northern Africa (excluding Sudan),7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.45,E,,,,,,,0.49,E,,
429,'746,Northern Africa (excluding Sudan),7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.95,E,,,,,,,1.23,E,,
429,'746,Northern Africa (excluding Sudan),7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.43,E,,,,,,,0.5,E,,
429,'746,Northern Africa (excluding Sudan),7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.55,E,,,,,,,0.58,E,,
429,'746,Northern Africa (excluding Sudan),7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.79,E,,,,,,,0.78,E,,
429,'746,Northern Africa (excluding Sudan),7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.17,E,,,,,,,0.18,E,,
429,'746,Northern Africa (excluding Sudan),7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,35.1,E,35.5,E,32.7,E,31.2,E,29.5,E,31,E
429,'746,Northern Africa (excluding Sudan),7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,69.2,E,71.2,E,66.6,E,64.5,E,62,E,66.1,E
5104,'018,Southern Africa,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,3.27,E,3.28,E,3.34,E,3.45,E,3.66,E,3.97,E
5104,'018,Southern Africa,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.51,E,,,,,,,0.58,E,,
5104,'018,Southern Africa,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,1.04,E,,,,,,,1.17,E,,
5104,'018,Southern Africa,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.43,E,,,,,,,0.37,E,,
5104,'018,Southern Africa,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.78,E,,,,,,,0.79,E,,
5104,'018,Southern Africa,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.74,E,,,,,,,0.54,E,,
5104,'018,Southern Africa,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.14,E,,,,,,,0.2,E,,
5104,'018,Southern Africa,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,61.5,E,60.9,E,60.9,E,62.6,E,61.7,E,61.6,E
5104,'018,Southern Africa,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,39.8,E,39.9,E,40.4,E,42.1,E,42,E,42.2,E
5105,'011,Western Africa,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,2.88,E,2.96,E,2.99,E,3.08,E,3.28,E,3.65,E
5105,'011,Western Africa,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.54,E,,,,,,,0.62,E,,
5105,'011,Western Africa,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.87,E,,,,,,,1.16,E,,
5105,'011,Western Africa,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.18,E,,,,,,,0.31,E,,
5105,'011,Western Africa,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.96,E,,,,,,,0.6,E,,
5105,'011,Western Africa,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.55,E,,,,,,,0.41,E,,
5105,'011,Western Africa,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.15,E,,,,,,,0.18,E,,
5105,'011,Western Africa,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,68.3,E,67.3,E,66.6,E,68.4,E,68.8,E,69.3,E
5105,'011,Western Africa,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,258,E,260.8,E,264.8,E,279.2,E,288.1,E,297.5,E
420,'202,Sub-Saharan Africa,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,3.04,E,3.05,E,3.07,E,3.15,E,3.41,E,3.73,E
420,'202,Sub-Saharan Africa,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.53,E,,,,,,,0.63,E,,
420,'202,Sub-Saharan Africa,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.93,E,,,,,,,1.17,E,,
420,'202,Sub-Saharan Africa,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.25,E,,,,,,,0.33,E,,
420,'202,Sub-Saharan Africa,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.84,E,,,,,,,0.61,E,,
420,'202,Sub-Saharan Africa,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.54,E,,,,,,,0.39,E,,
420,'202,Sub-Saharan Africa,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.14,E,,,,,,,0.19,E,,
420,'202,Sub-Saharan Africa,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,71.6,E,70.7,E,70.3,E,71.7,E,72,E,72.2,E
420,'202,Sub-Saharan Africa,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,734.7,E,744.2,E,760,E,795.4,E,819,E,842.9,E
5203,'021,Northern America,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,2.73,E,2.69,E,2.72,E,2.77,E,2.77,E,2.96,E
5203,'021,Northern America,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.61,E,,,,,,,0.39,E,,
5203,'021,Northern America,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.61,E,,,,,,,0.71,E,,
5203,'021,Northern America,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.38,E,,,,,,,0.24,E,,
5203,'021,Northern America,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,1.1,E,,,,,,,0.78,E,,
5203,'021,Northern America,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.59,E,,,,,,,0.56,E,,
5203,'021,Northern America,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.1,E,,,,,,,0.08,E,,
5203,'021,Northern America,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,4.8,E,4.5,E,4.1,E,3.2,E,2.5,E,2.5,E
5203,'021,Northern America,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,17.7,E,16.8,E,15.2,E,12.1,E,9.6,E,9.5,E
5204,'013,Central America,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,3.24,E,3.3,E,3.37,E,3.42,E,3.6,E,4.05,E
5204,'013,Central America,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.55,E,,,,,,,0.66,E,,
5204,'013,Central America,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.94,E,,,,,,,0.99,E,,
5204,'013,Central America,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.31,E,,,,,,,0.37,E,,
5204,'013,Central America,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.95,E,,,,,,,0.84,E,,
5204,'013,Central America,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.48,E,,,,,,,0.54,E,,
5204,'013,Central America,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.15,E,,,,,,,0.19,E,,
5204,'013,Central America,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,30.7,E,29.8,E,27.9,E,31.9,E,27.7,E,26.3,E
5204,'013,Central America,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,52.6,E,51.5,E,48.9,E,56.3,E,49.1,E,47.1,E
5205,'419,Latin America and the Caribbean,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,3.61,E,3.68,E,3.76,E,3.87,E,4.08,E,4.56,E
5205,'419,Latin America and the Caribbean,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.62,E,,,,,,,0.65,E,,
5205,'419,Latin America and the Caribbean,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.87,E,,,,,,,0.92,E,,
5205,'419,Latin America and the Caribbean,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.42,E,,,,,,,0.5,E,,
5205,'419,Latin America and the Caribbean,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.91,E,,,,,,,0.99,E,,
5205,'419,Latin America and the Caribbean,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.67,E,,,,,,,0.75,E,,
5205,'419,Latin America and the Caribbean,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.15,E,,,,,,,0.19,E,,
5205,'419,Latin America and the Caribbean,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,29.2,E,28.4,E,27.8,E,28.9,E,30.1,E,27.7,E
5205,'419,Latin America and the Caribbean,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,185.5,E,181.8,E,180,E,188.1,E,197.2,E,182.9,E
5206,'029,Caribbean,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,4.03,E,4.16,E,4.27,E,4.41,E,4.63,E,5.16,E
5206,'029,Caribbean,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.69,E,,,,,,,0.71,E,,
5206,'029,Caribbean,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.87,E,,,,,,,0.9,E,,
5206,'029,Caribbean,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.4,E,,,,,,,0.5,E,,
5206,'029,Caribbean,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.99,E,,,,,,,1.31,E,,
5206,'029,Caribbean,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.76,E,,,,,,,0.98,E,,
5206,'029,Caribbean,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.18,E,,,,,,,0.21,E,,
5206,'029,Caribbean,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,47.2,E,45.9,E,46.1,E,49.5,E,50.1,E,50,E
5206,'029,Caribbean,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,20.4,E,19.9,E,20.1,E,21.8,E,22.1,E,22.2,E
5207,'005,South America,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,3.42,E,3.44,E,3.52,E,3.61,E,3.84,E,4.29,E
5207,'005,South America,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.54,E,,,,,,,0.58,E,,
5207,'005,South America,7008,Cost of animal source foods,6226,Value,PPP dollar per person per day,0.85,E,,,,,,,0.9,E,,
5207,'005,South America,7009,"Cost of legumes, nuts and seeds",6226,Value,PPP dollar per person per day,0.54,E,,,,,,,0.58,E,,
5207,'005,South America,7010,Cost of vegetables,6226,Value,PPP dollar per person per day,0.77,E,,,,,,,0.79,E,,
5207,'005,South America,7011,Cost of fruits,6226,Value,PPP dollar per person per day,0.61,E,,,,,,,0.69,E,,
5207,'005,South America,7012,Cost of oils and fats,6226,Value,PPP dollar per person per day,0.12,E,,,,,,,0.17,E,,
5207,'005,South America,7005,Percentage of the population unable to afford a healthy diet (percent),6121,Value,%,26.7,E,26,E,25.9,E,25.5,E,29,E,26,E
5207,'005,South America,7006,Number of people unable to afford a healthy diet (million),6132,Value,million No,112.5,E,110.3,E,111,E,110.1,E,126,E,113.6,E
5208,'513,Northern America and Europe,7004,Cost of a healthy diet (PPP dollar per person per day),6226,Value,PPP dollar per person per day,2.77,E,2.82,E,2.95,E,3.02,E,3.12,E,3.57,E
5208,'513,Northern America and Europe,7007,Cost of starchy staples,6226,Value,PPP dollar per person per day,0.38,E,,,,,,,0.41,E,,
